,artist.inverted,track,week,rank
31815,Counting Crows,Hanginaround,55,
31816,Counting Crows,Hanginaround,56,
31817,Counting Crows,Hanginaround,57,
31818,Counting Crows,Hanginaround,58,
31819,Counting Crows,Hanginaround,59,
31820,Counting Crows,Hanginaround,60,
31821,Counting Crows,Hanginaround,61,
31822,Counting Crows,Hanginaround,62,
31823,Counting Crows,Hanginaround,63,
31824,Counting Crows,Hanginaround,64,
31825,Counting Crows,Hanginaround,65,
31826,Counting Crows,Hanginaround,66,
31827,Counting Crows,Hanginaround,67,
31828,Counting Crows,Hanginaround,68,
31829,Counting Crows,Hanginaround,69,
31830,Counting Crows,Hanginaround,70,
31831,Counting Crows,Hanginaround,71,
31832,Counting Crows,Hanginaround,72,
31833,Counting Crows,Hanginaround,73,
31834,Counting Crows,Hanginaround,74,
31835,Counting Crows,Hanginaround,75,
31836,Mary Mary,Shackles (Praise You),2,76.0
31837,Mary Mary,Shackles (Praise You),3,72.0
31838,Mary Mary,Shackles (Praise You),4,54.0
31839,Mary Mary,Shackles (Praise You),5,43.0
31840,Mary Mary,Shackles (Praise You),6,37.0
31841,Mary Mary,Shackles (Praise You),7,34.0
31842,Mary Mary,Shackles (Praise You),8,28.0
31843,Mary Mary,Shackles (Praise You),9,33.0
31844,Mary Mary,Shackles (Praise You),10,30.0
31845,Mary Mary,Shackles (Praise You),11,31.0
31846,Mary Mary,Shackles (Praise You),12,39.0
31847,Mary Mary,Shackles (Praise You),13,43.0
31848,Mary Mary,Shackles (Praise You),14,53.0
31849,Mary Mary,Shackles (Praise You),15,60.0
31850,Mary Mary,Shackles (Praise You),16,70.0
31851,Mary Mary,Shackles (Praise You),17,71.0
31852,Mary Mary,Shackles (Praise You),18,76.0
31853,Mary Mary,Shackles (Praise You),19,84.0
31854,Mary Mary,Shackles (Praise You),20,94.0
31855,Mary Mary,Shackles (Praise You),21,
31856,Mary Mary,Shackles (Praise You),22,
31857,Mary Mary,Shackles (Praise You),23,
31858,Mary Mary,Shackles (Praise You),24,
31859,Mary Mary,Shackles (Praise You),25,
31860,Mary Mary,Shackles (Praise You),26,
31861,Mary Mary,Shackles (Praise You),27,
31862,Mary Mary,Shackles (Praise You),28,
31863,Mary Mary,Shackles (Praise You),29,
31864,Mary Mary,Shackles (Praise You),30,
31865,Mary Mary,Shackles (Praise You),31,
31866,Mary Mary,Shackles (Praise You),32,
31867,Mary Mary,Shackles (Praise You),33,
31868,Mary Mary,Shackles (Praise You),34,
31869,Mary Mary,Shackles (Praise You),35,
31870,Mary Mary,Shackles (Praise You),36,
31871,Mary Mary,Shackles (Praise You),37,
31872,Mary Mary,Shackles (Praise You),38,
31873,Mary Mary,Shackles (Praise You),39,
31874,Mary Mary,Shackles (Praise You),40,
31875,Mary Mary,Shackles (Praise You),41,
31876,Mary Mary,Shackles (Praise You),42,
31877,Mary Mary,Shackles (Praise You),43,
31878,Mary Mary,Shackles (Praise You),44,
31879,Mary Mary,Shackles (Praise You),45,
31880,Mary Mary,Shackles (Praise You),46,
31881,Mary Mary,Shackles (Praise You),47,
31882,Mary Mary,Shackles (Praise You),48,
31883,Mary Mary,Shackles (Praise You),49,
31884,Mary Mary,Shackles (Praise You),50,
31885,Mary Mary,Shackles (Praise You),51,
31886,Mary Mary,Shackles (Praise You),52,
31887,Mary Mary,Shackles (Praise You),53,
31888,Mary Mary,Shackles (Praise You),54,
31889,Mary Mary,Shackles (Praise You),55,
31890,Mary Mary,Shackles (Praise You),56,
31891,Mary Mary,Shackles (Praise You),57,
31892,Mary Mary,Shackles (Praise You),58,
31893,Mary Mary,Shackles (Praise You),59,
31894,Mary Mary,Shackles (Praise You),60,
31895,Mary Mary,Shackles (Praise You),61,
31896,Mary Mary,Shackles (Praise You),62,
31897,Mary Mary,Shackles (Praise You),63,
31898,Mary Mary,Shackles (Praise You),64,
31899,Mary Mary,Shackles (Praise You),65,
31900,Mary Mary,Shackles (Praise You),66,
31901,Mary Mary,Shackles (Praise You),67,
31902,Mary Mary,Shackles (Praise You),68,
31903,Mary Mary,Shackles (Praise You),69,
31904,Mary Mary,Shackles (Praise You),70,
31905,Mary Mary,Shackles (Praise You),71,
31906,Mary Mary,Shackles (Praise You),72,
31907,Mary Mary,Shackles (Praise You),73,
31908,Mary Mary,Shackles (Praise You),74,
31909,Mary Mary,Shackles (Praise You),75,
31910,"Carey, Mariah",Crybaby,2,34.0
31911,"Carey, Mariah",Crybaby,3,48.0
31912,"Carey, Mariah",Crybaby,4,62.0
31913,"Carey, Mariah",Crybaby,5,77.0
31914,"Carey, Mariah",Crybaby,6,90.0
31915,"Carey, Mariah",Crybaby,7,95.0
31916,"Carey, Mariah",Crybaby,8,
31917,"Carey, Mariah",Crybaby,9,
31918,"Carey, Mariah",Crybaby,10,
31919,"Carey, Mariah",Crybaby,11,
31920,"Carey, Mariah",Crybaby,12,
31921,"Carey, Mariah",Crybaby,13,
31922,"Carey, Mariah",Crybaby,14,
31923,"Carey, Mariah",Crybaby,15,
31924,"Carey, Mariah",Crybaby,16,
31925,"Carey, Mariah",Crybaby,17,
31926,"Carey, Mariah",Crybaby,18,
31927,"Carey, Mariah",Crybaby,19,
31928,"Carey, Mariah",Crybaby,20,
31929,"Carey, Mariah",Crybaby,21,
31930,"Carey, Mariah",Crybaby,22,
31931,"Carey, Mariah",Crybaby,23,
31932,"Carey, Mariah",Crybaby,24,
31933,"Carey, Mariah",Crybaby,25,
31934,"Carey, Mariah",Crybaby,26,
31935,"Carey, Mariah",Crybaby,27,
31936,"Carey, Mariah",Crybaby,28,
31937,"Carey, Mariah",Crybaby,29,
31938,"Carey, Mariah",Crybaby,30,
31939,"Carey, Mariah",Crybaby,31,
31940,"Carey, Mariah",Crybaby,32,
31941,"Carey, Mariah",Crybaby,33,
31942,"Carey, Mariah",Crybaby,34,
31943,"Carey, Mariah",Crybaby,35,
31944,"Carey, Mariah",Crybaby,36,
31945,"Carey, Mariah",Crybaby,37,
31946,"Carey, Mariah",Crybaby,38,
31947,"Carey, Mariah",Crybaby,39,
31948,"Carey, Mariah",Crybaby,40,
31949,"Carey, Mariah",Crybaby,41,
31950,"Carey, Mariah",Crybaby,42,
31951,"Carey, Mariah",Crybaby,43,
31952,"Carey, Mariah",Crybaby,44,
31953,"Carey, Mariah",Crybaby,45,
31954,"Carey, Mariah",Crybaby,46,
31955,"Carey, Mariah",Crybaby,47,
31956,"Carey, Mariah",Crybaby,48,
31957,"Carey, Mariah",Crybaby,49,
31958,"Carey, Mariah",Crybaby,50,
31959,"Carey, Mariah",Crybaby,51,
31960,"Carey, Mariah",Crybaby,52,
31961,"Carey, Mariah",Crybaby,53,
31962,"Carey, Mariah",Crybaby,54,
31963,"Carey, Mariah",Crybaby,55,
31964,"Carey, Mariah",Crybaby,56,
31965,"Carey, Mariah",Crybaby,57,
31966,"Carey, Mariah",Crybaby,58,
31967,"Carey, Mariah",Crybaby,59,
31968,"Carey, Mariah",Crybaby,60,
31969,"Carey, Mariah",Crybaby,61,
31970,"Carey, Mariah",Crybaby,62,
31971,"Carey, Mariah",Crybaby,63,
31972,"Carey, Mariah",Crybaby,64,
31973,"Carey, Mariah",Crybaby,65,
31974,"Carey, Mariah",Crybaby,66,
31975,"Carey, Mariah",Crybaby,67,
31976,"Carey, Mariah",Crybaby,68,
31977,"Carey, Mariah",Crybaby,69,
31978,"Carey, Mariah",Crybaby,70,
31979,"Carey, Mariah",Crybaby,71,
31980,"Carey, Mariah",Crybaby,72,
31981,"Carey, Mariah",Crybaby,73,
31982,"Carey, Mariah",Crybaby,74,
31983,"Carey, Mariah",Crybaby,75,
31984,"McGraw, Tim",My Best Friend,2,76.0
31985,"McGraw, Tim",My Best Friend,3,71.0
31986,"McGraw, Tim",My Best Friend,4,64.0
31987,"McGraw, Tim",My Best Friend,5,54.0
31988,"McGraw, Tim",My Best Friend,6,54.0
31989,"McGraw, Tim",My Best Friend,7,55.0
31990,"McGraw, Tim",My Best Friend,8,46.0
31991,"McGraw, Tim",My Best Friend,9,38.0
31992,"McGraw, Tim",My Best Friend,10,29.0
31993,"McGraw, Tim",My Best Friend,11,29.0
31994,"McGraw, Tim",My Best Friend,12,33.0
31995,"McGraw, Tim",My Best Friend,13,32.0
31996,"McGraw, Tim",My Best Friend,14,31.0
31997,"McGraw, Tim",My Best Friend,15,36.0
31998,"McGraw, Tim",My Best Friend,16,38.0
31999,"McGraw, Tim",My Best Friend,17,39.0
32000,"McGraw, Tim",My Best Friend,18,41.0
32001,"McGraw, Tim",My Best Friend,19,46.0
32002,"McGraw, Tim",My Best Friend,20,49.0
32003,"McGraw, Tim",My Best Friend,21,48.0
32004,"McGraw, Tim",My Best Friend,22,
32005,"McGraw, Tim",My Best Friend,23,
32006,"McGraw, Tim",My Best Friend,24,
32007,"McGraw, Tim",My Best Friend,25,
32008,"McGraw, Tim",My Best Friend,26,
32009,"McGraw, Tim",My Best Friend,27,
32010,"McGraw, Tim",My Best Friend,28,
32011,"McGraw, Tim",My Best Friend,29,
32012,"McGraw, Tim",My Best Friend,30,
32013,"McGraw, Tim",My Best Friend,31,
32014,"McGraw, Tim",My Best Friend,32,
32015,"McGraw, Tim",My Best Friend,33,
32016,"McGraw, Tim",My Best Friend,34,
32017,"McGraw, Tim",My Best Friend,35,
32018,"McGraw, Tim",My Best Friend,36,
32019,"McGraw, Tim",My Best Friend,37,
32020,"McGraw, Tim",My Best Friend,38,
32021,"McGraw, Tim",My Best Friend,39,
32022,"McGraw, Tim",My Best Friend,40,
32023,"McGraw, Tim",My Best Friend,41,
32024,"McGraw, Tim",My Best Friend,42,
32025,"McGraw, Tim",My Best Friend,43,
32026,"McGraw, Tim",My Best Friend,44,
32027,"McGraw, Tim",My Best Friend,45,
32028,"McGraw, Tim",My Best Friend,46,
32029,"McGraw, Tim",My Best Friend,47,
32030,"McGraw, Tim",My Best Friend,48,
32031,"McGraw, Tim",My Best Friend,49,
32032,"McGraw, Tim",My Best Friend,50,
32033,"McGraw, Tim",My Best Friend,51,
32034,"McGraw, Tim",My Best Friend,52,
32035,"McGraw, Tim",My Best Friend,53,
32036,"McGraw, Tim",My Best Friend,54,
32037,"McGraw, Tim",My Best Friend,55,
32038,"McGraw, Tim",My Best Friend,56,
32039,"McGraw, Tim",My Best Friend,57,
32040,"McGraw, Tim",My Best Friend,58,
32041,"McGraw, Tim",My Best Friend,59,
32042,"McGraw, Tim",My Best Friend,60,
32043,"McGraw, Tim",My Best Friend,61,
32044,"McGraw, Tim",My Best Friend,62,
32045,"McGraw, Tim",My Best Friend,63,
32046,"McGraw, Tim",My Best Friend,64,
32047,"McGraw, Tim",My Best Friend,65,
32048,"McGraw, Tim",My Best Friend,66,
32049,"McGraw, Tim",My Best Friend,67,
32050,"McGraw, Tim",My Best Friend,68,
32051,"McGraw, Tim",My Best Friend,69,
32052,"McGraw, Tim",My Best Friend,70,
32053,"McGraw, Tim",My Best Friend,71,
32054,"McGraw, Tim",My Best Friend,72,
32055,"McGraw, Tim",My Best Friend,73,
32056,"McGraw, Tim",My Best Friend,74,
32057,"McGraw, Tim",My Best Friend,75,
32058,Sugar Ray,Falls Apart,2,64.0
32059,Sugar Ray,Falls Apart,3,54.0
32060,Sugar Ray,Falls Apart,4,40.0
32061,Sugar Ray,Falls Apart,5,34.0
32062,Sugar Ray,Falls Apart,6,29.0
32063,Sugar Ray,Falls Apart,7,29.0
32064,Sugar Ray,Falls Apart,8,32.0
32065,Sugar Ray,Falls Apart,9,32.0
32066,Sugar Ray,Falls Apart,10,37.0
32067,Sugar Ray,Falls Apart,11,47.0
32068,Sugar Ray,Falls Apart,12,49.0
32069,Sugar Ray,Falls Apart,13,52.0
32070,Sugar Ray,Falls Apart,14,60.0
32071,Sugar Ray,Falls Apart,15,76.0
32072,Sugar Ray,Falls Apart,16,80.0
32073,Sugar Ray,Falls Apart,17,89.0
32074,Sugar Ray,Falls Apart,18,97.0
32075,Sugar Ray,Falls Apart,19,98.0
32076,Sugar Ray,Falls Apart,20,100.0
32077,Sugar Ray,Falls Apart,21,
32078,Sugar Ray,Falls Apart,22,
32079,Sugar Ray,Falls Apart,23,
32080,Sugar Ray,Falls Apart,24,
32081,Sugar Ray,Falls Apart,25,
32082,Sugar Ray,Falls Apart,26,
32083,Sugar Ray,Falls Apart,27,
32084,Sugar Ray,Falls Apart,28,
32085,Sugar Ray,Falls Apart,29,
32086,Sugar Ray,Falls Apart,30,
32087,Sugar Ray,Falls Apart,31,
32088,Sugar Ray,Falls Apart,32,
32089,Sugar Ray,Falls Apart,33,
32090,Sugar Ray,Falls Apart,34,
32091,Sugar Ray,Falls Apart,35,
32092,Sugar Ray,Falls Apart,36,
32093,Sugar Ray,Falls Apart,37,
32094,Sugar Ray,Falls Apart,38,
32095,Sugar Ray,Falls Apart,39,
32096,Sugar Ray,Falls Apart,40,
32097,Sugar Ray,Falls Apart,41,
32098,Sugar Ray,Falls Apart,42,
32099,Sugar Ray,Falls Apart,43,
32100,Sugar Ray,Falls Apart,44,
32101,Sugar Ray,Falls Apart,45,
32102,Sugar Ray,Falls Apart,46,
32103,Sugar Ray,Falls Apart,47,
32104,Sugar Ray,Falls Apart,48,
32105,Sugar Ray,Falls Apart,49,
32106,Sugar Ray,Falls Apart,50,
32107,Sugar Ray,Falls Apart,51,
32108,Sugar Ray,Falls Apart,52,
32109,Sugar Ray,Falls Apart,53,
32110,Sugar Ray,Falls Apart,54,
32111,Sugar Ray,Falls Apart,55,
32112,Sugar Ray,Falls Apart,56,
32113,Sugar Ray,Falls Apart,57,
32114,Sugar Ray,Falls Apart,58,
32115,Sugar Ray,Falls Apart,59,
32116,Sugar Ray,Falls Apart,60,
32117,Sugar Ray,Falls Apart,61,
32118,Sugar Ray,Falls Apart,62,
32119,Sugar Ray,Falls Apart,63,
32120,Sugar Ray,Falls Apart,64,
32121,Sugar Ray,Falls Apart,65,
32122,Sugar Ray,Falls Apart,66,
32123,Sugar Ray,Falls Apart,67,
32124,Sugar Ray,Falls Apart,68,
32125,Sugar Ray,Falls Apart,69,
32126,Sugar Ray,Falls Apart,70,
32127,Sugar Ray,Falls Apart,71,
32128,Sugar Ray,Falls Apart,72,
32129,Sugar Ray,Falls Apart,73,
32130,Sugar Ray,Falls Apart,74,
32131,Sugar Ray,Falls Apart,75,
32132,Madonna,American Pie,2,35.0
32133,Madonna,American Pie,3,29.0
32134,Madonna,American Pie,4,29.0
32135,Madonna,American Pie,5,33.0
32136,Madonna,American Pie,6,32.0
32137,Madonna,American Pie,7,40.0
32138,Madonna,American Pie,8,58.0
32139,Madonna,American Pie,9,88.0
32140,Madonna,American Pie,10,
32141,Madonna,American Pie,11,
32142,Madonna,American Pie,12,
32143,Madonna,American Pie,13,
32144,Madonna,American Pie,14,
32145,Madonna,American Pie,15,
32146,Madonna,American Pie,16,
32147,Madonna,American Pie,17,
32148,Madonna,American Pie,18,
32149,Madonna,American Pie,19,
32150,Madonna,American Pie,20,
32151,Madonna,American Pie,21,
32152,Madonna,American Pie,22,
32153,Madonna,American Pie,23,
32154,Madonna,American Pie,24,
32155,Madonna,American Pie,25,
32156,Madonna,American Pie,26,
32157,Madonna,American Pie,27,
32158,Madonna,American Pie,28,
32159,Madonna,American Pie,29,
32160,Madonna,American Pie,30,
32161,Madonna,American Pie,31,
32162,Madonna,American Pie,32,
32163,Madonna,American Pie,33,
32164,Madonna,American Pie,34,
32165,Madonna,American Pie,35,
32166,Madonna,American Pie,36,
32167,Madonna,American Pie,37,
32168,Madonna,American Pie,38,
32169,Madonna,American Pie,39,
32170,Madonna,American Pie,40,
32171,Madonna,American Pie,41,
32172,Madonna,American Pie,42,
32173,Madonna,American Pie,43,
32174,Madonna,American Pie,44,
32175,Madonna,American Pie,45,
32176,Madonna,American Pie,46,
32177,Madonna,American Pie,47,
32178,Madonna,American Pie,48,
32179,Madonna,American Pie,49,
32180,Madonna,American Pie,50,
32181,Madonna,American Pie,51,
32182,Madonna,American Pie,52,
32183,Madonna,American Pie,53,
32184,Madonna,American Pie,54,
32185,Madonna,American Pie,55,
32186,Madonna,American Pie,56,
32187,Madonna,American Pie,57,
32188,Madonna,American Pie,58,
32189,Madonna,American Pie,59,
32190,Madonna,American Pie,60,
32191,Madonna,American Pie,61,
32192,Madonna,American Pie,62,
32193,Madonna,American Pie,63,
32194,Madonna,American Pie,64,
32195,Madonna,American Pie,65,
32196,Madonna,American Pie,66,
32197,Madonna,American Pie,67,
32198,Madonna,American Pie,68,
32199,Madonna,American Pie,69,
32200,Madonna,American Pie,70,
32201,Madonna,American Pie,71,
32202,Madonna,American Pie,72,
32203,Madonna,American Pie,73,
32204,Madonna,American Pie,74,
32205,Madonna,American Pie,75,
32206,"Jones, Donell",Where I Wanna Be,2,71.0
32207,"Jones, Donell",Where I Wanna Be,3,65.0
32208,"Jones, Donell",Where I Wanna Be,4,50.0
32209,"Jones, Donell",Where I Wanna Be,5,41.0
32210,"Jones, Donell",Where I Wanna Be,6,41.0
32211,"Jones, Donell",Where I Wanna Be,7,36.0
32212,"Jones, Donell",Where I Wanna Be,8,41.0
32213,"Jones, Donell",Where I Wanna Be,9,38.0
32214,"Jones, Donell",Where I Wanna Be,10,35.0
32215,"Jones, Donell",Where I Wanna Be,11,33.0
32216,"Jones, Donell",Where I Wanna Be,12,29.0
32217,"Jones, Donell",Where I Wanna Be,13,36.0
32218,"Jones, Donell",Where I Wanna Be,14,34.0
32219,"Jones, Donell",Where I Wanna Be,15,34.0
32220,"Jones, Donell",Where I Wanna Be,16,40.0
32221,"Jones, Donell",Where I Wanna Be,17,42.0
32222,"Jones, Donell",Where I Wanna Be,18,49.0
32223,"Jones, Donell",Where I Wanna Be,19,55.0
32224,"Jones, Donell",Where I Wanna Be,20,62.0
32225,"Jones, Donell",Where I Wanna Be,21,
32226,"Jones, Donell",Where I Wanna Be,22,
32227,"Jones, Donell",Where I Wanna Be,23,
32228,"Jones, Donell",Where I Wanna Be,24,
32229,"Jones, Donell",Where I Wanna Be,25,
32230,"Jones, Donell",Where I Wanna Be,26,
32231,"Jones, Donell",Where I Wanna Be,27,
32232,"Jones, Donell",Where I Wanna Be,28,
32233,"Jones, Donell",Where I Wanna Be,29,
32234,"Jones, Donell",Where I Wanna Be,30,
32235,"Jones, Donell",Where I Wanna Be,31,
32236,"Jones, Donell",Where I Wanna Be,32,
32237,"Jones, Donell",Where I Wanna Be,33,
32238,"Jones, Donell",Where I Wanna Be,34,
32239,"Jones, Donell",Where I Wanna Be,35,
32240,"Jones, Donell",Where I Wanna Be,36,
32241,"Jones, Donell",Where I Wanna Be,37,
32242,"Jones, Donell",Where I Wanna Be,38,
32243,"Jones, Donell",Where I Wanna Be,39,
32244,"Jones, Donell",Where I Wanna Be,40,
32245,"Jones, Donell",Where I Wanna Be,41,
32246,"Jones, Donell",Where I Wanna Be,42,
32247,"Jones, Donell",Where I Wanna Be,43,
32248,"Jones, Donell",Where I Wanna Be,44,
32249,"Jones, Donell",Where I Wanna Be,45,
32250,"Jones, Donell",Where I Wanna Be,46,
32251,"Jones, Donell",Where I Wanna Be,47,
32252,"Jones, Donell",Where I Wanna Be,48,
32253,"Jones, Donell",Where I Wanna Be,49,
32254,"Jones, Donell",Where I Wanna Be,50,
32255,"Jones, Donell",Where I Wanna Be,51,
32256,"Jones, Donell",Where I Wanna Be,52,
32257,"Jones, Donell",Where I Wanna Be,53,
32258,"Jones, Donell",Where I Wanna Be,54,
32259,"Jones, Donell",Where I Wanna Be,55,
32260,"Jones, Donell",Where I Wanna Be,56,
32261,"Jones, Donell",Where I Wanna Be,57,
32262,"Jones, Donell",Where I Wanna Be,58,
32263,"Jones, Donell",Where I Wanna Be,59,
32264,"Jones, Donell",Where I Wanna Be,60,
32265,"Jones, Donell",Where I Wanna Be,61,
32266,"Jones, Donell",Where I Wanna Be,62,
32267,"Jones, Donell",Where I Wanna Be,63,
32268,"Jones, Donell",Where I Wanna Be,64,
32269,"Jones, Donell",Where I Wanna Be,65,
32270,"Jones, Donell",Where I Wanna Be,66,
32271,"Jones, Donell",Where I Wanna Be,67,
32272,"Jones, Donell",Where I Wanna Be,68,
32273,"Jones, Donell",Where I Wanna Be,69,
32274,"Jones, Donell",Where I Wanna Be,70,
32275,"Jones, Donell",Where I Wanna Be,71,
32276,"Jones, Donell",Where I Wanna Be,72,
32277,"Jones, Donell",Where I Wanna Be,73,
32278,"Jones, Donell",Where I Wanna Be,74,
32279,"Jones, Donell",Where I Wanna Be,75,
32280,"Paisley, Brad",We Danced,2,68.0
32281,"Paisley, Brad",We Danced,3,52.0
32282,"Paisley, Brad",We Danced,4,52.0
32283,"Paisley, Brad",We Danced,5,45.0
32284,"Paisley, Brad",We Danced,6,42.0
32285,"Paisley, Brad",We Danced,7,39.0
32286,"Paisley, Brad",We Danced,8,34.0
32287,"Paisley, Brad",We Danced,9,34.0
32288,"Paisley, Brad",We Danced,10,29.0
32289,"Paisley, Brad",We Danced,11,36.0
32290,"Paisley, Brad",We Danced,12,42.0
32291,"Paisley, Brad",We Danced,13,55.0
32292,"Paisley, Brad",We Danced,14,53.0
32293,"Paisley, Brad",We Danced,15,57.0
32294,"Paisley, Brad",We Danced,16,64.0
32295,"Paisley, Brad",We Danced,17,72.0
32296,"Paisley, Brad",We Danced,18,84.0
32297,"Paisley, Brad",We Danced,19,83.0
32298,"Paisley, Brad",We Danced,20,86.0
32299,"Paisley, Brad",We Danced,21,
32300,"Paisley, Brad",We Danced,22,
32301,"Paisley, Brad",We Danced,23,
32302,"Paisley, Brad",We Danced,24,
32303,"Paisley, Brad",We Danced,25,
32304,"Paisley, Brad",We Danced,26,
32305,"Paisley, Brad",We Danced,27,
32306,"Paisley, Brad",We Danced,28,
32307,"Paisley, Brad",We Danced,29,
32308,"Paisley, Brad",We Danced,30,
32309,"Paisley, Brad",We Danced,31,
32310,"Paisley, Brad",We Danced,32,
32311,"Paisley, Brad",We Danced,33,
32312,"Paisley, Brad",We Danced,34,
32313,"Paisley, Brad",We Danced,35,
32314,"Paisley, Brad",We Danced,36,
32315,"Paisley, Brad",We Danced,37,
32316,"Paisley, Brad",We Danced,38,
32317,"Paisley, Brad",We Danced,39,
32318,"Paisley, Brad",We Danced,40,
32319,"Paisley, Brad",We Danced,41,
32320,"Paisley, Brad",We Danced,42,
32321,"Paisley, Brad",We Danced,43,
32322,"Paisley, Brad",We Danced,44,
32323,"Paisley, Brad",We Danced,45,
32324,"Paisley, Brad",We Danced,46,
32325,"Paisley, Brad",We Danced,47,
32326,"Paisley, Brad",We Danced,48,
32327,"Paisley, Brad",We Danced,49,
32328,"Paisley, Brad",We Danced,50,
32329,"Paisley, Brad",We Danced,51,
32330,"Paisley, Brad",We Danced,52,
32331,"Paisley, Brad",We Danced,53,
32332,"Paisley, Brad",We Danced,54,
32333,"Paisley, Brad",We Danced,55,
32334,"Paisley, Brad",We Danced,56,
32335,"Paisley, Brad",We Danced,57,
32336,"Paisley, Brad",We Danced,58,
32337,"Paisley, Brad",We Danced,59,
32338,"Paisley, Brad",We Danced,60,
32339,"Paisley, Brad",We Danced,61,
32340,"Paisley, Brad",We Danced,62,
32341,"Paisley, Brad",We Danced,63,
32342,"Paisley, Brad",We Danced,64,
32343,"Paisley, Brad",We Danced,65,
32344,"Paisley, Brad",We Danced,66,
32345,"Paisley, Brad",We Danced,67,
32346,"Paisley, Brad",We Danced,68,
32347,"Paisley, Brad",We Danced,69,
32348,"Paisley, Brad",We Danced,70,
32349,"Paisley, Brad",We Danced,71,
32350,"Paisley, Brad",We Danced,72,
32351,"Paisley, Brad",We Danced,73,
32352,"Paisley, Brad",We Danced,74,
32353,"Paisley, Brad",We Danced,75,
32354,Lonestar,What About Now,2,72.0
32355,Lonestar,What About Now,3,66.0
32356,Lonestar,What About Now,4,64.0
32357,Lonestar,What About Now,5,56.0
32358,Lonestar,What About Now,6,50.0
32359,Lonestar,What About Now,7,47.0
32360,Lonestar,What About Now,8,39.0
32361,Lonestar,What About Now,9,37.0
32362,Lonestar,What About Now,10,34.0
32363,Lonestar,What About Now,11,30.0
32364,Lonestar,What About Now,12,30.0
32365,Lonestar,What About Now,13,35.0
32366,Lonestar,What About Now,14,36.0
32367,Lonestar,What About Now,15,37.0
32368,Lonestar,What About Now,16,43.0
32369,Lonestar,What About Now,17,54.0
32370,Lonestar,What About Now,18,60.0
32371,Lonestar,What About Now,19,61.0
32372,Lonestar,What About Now,20,69.0
32373,Lonestar,What About Now,21,
32374,Lonestar,What About Now,22,
32375,Lonestar,What About Now,23,
32376,Lonestar,What About Now,24,
32377,Lonestar,What About Now,25,
32378,Lonestar,What About Now,26,
32379,Lonestar,What About Now,27,
32380,Lonestar,What About Now,28,
32381,Lonestar,What About Now,29,
32382,Lonestar,What About Now,30,
32383,Lonestar,What About Now,31,
32384,Lonestar,What About Now,32,
32385,Lonestar,What About Now,33,
32386,Lonestar,What About Now,34,
32387,Lonestar,What About Now,35,
32388,Lonestar,What About Now,36,
32389,Lonestar,What About Now,37,
32390,Lonestar,What About Now,38,
32391,Lonestar,What About Now,39,
32392,Lonestar,What About Now,40,
32393,Lonestar,What About Now,41,
32394,Lonestar,What About Now,42,
32395,Lonestar,What About Now,43,
32396,Lonestar,What About Now,44,
32397,Lonestar,What About Now,45,
32398,Lonestar,What About Now,46,
32399,Lonestar,What About Now,47,
32400,Lonestar,What About Now,48,
32401,Lonestar,What About Now,49,
32402,Lonestar,What About Now,50,
32403,Lonestar,What About Now,51,
32404,Lonestar,What About Now,52,
32405,Lonestar,What About Now,53,
32406,Lonestar,What About Now,54,
32407,Lonestar,What About Now,55,
32408,Lonestar,What About Now,56,
32409,Lonestar,What About Now,57,
32410,Lonestar,What About Now,58,
32411,Lonestar,What About Now,59,
32412,Lonestar,What About Now,60,
32413,Lonestar,What About Now,61,
32414,Lonestar,What About Now,62,
32415,Lonestar,What About Now,63,
32416,Lonestar,What About Now,64,
32417,Lonestar,What About Now,65,
32418,Lonestar,What About Now,66,
32419,Lonestar,What About Now,67,
32420,Lonestar,What About Now,68,
32421,Lonestar,What About Now,69,
32422,Lonestar,What About Now,70,
32423,Lonestar,What About Now,71,
32424,Lonestar,What About Now,72,
32425,Lonestar,What About Now,73,
32426,Lonestar,What About Now,74,
32427,Lonestar,What About Now,75,
32428,"Backstreet Boys, The",The One,2,50.0
32429,"Backstreet Boys, The",The One,3,43.0
32430,"Backstreet Boys, The",The One,4,37.0
32431,"Backstreet Boys, The",The One,5,31.0
32432,"Backstreet Boys, The",The One,6,30.0
32433,"Backstreet Boys, The",The One,7,39.0
32434,"Backstreet Boys, The",The One,8,47.0
32435,"Backstreet Boys, The",The One,9,55.0
32436,"Backstreet Boys, The",The One,10,61.0
32437,"Backstreet Boys, The",The One,11,76.0
32438,"Backstreet Boys, The",The One,12,90.0
32439,"Backstreet Boys, The",The One,13,93.0
32440,"Backstreet Boys, The",The One,14,93.0
32441,"Backstreet Boys, The",The One,15,100.0
32442,"Backstreet Boys, The",The One,16,
32443,"Backstreet Boys, The",The One,17,
32444,"Backstreet Boys, The",The One,18,
32445,"Backstreet Boys, The",The One,19,
32446,"Backstreet Boys, The",The One,20,
32447,"Backstreet Boys, The",The One,21,
32448,"Backstreet Boys, The",The One,22,
32449,"Backstreet Boys, The",The One,23,
32450,"Backstreet Boys, The",The One,24,
32451,"Backstreet Boys, The",The One,25,
32452,"Backstreet Boys, The",The One,26,
32453,"Backstreet Boys, The",The One,27,
32454,"Backstreet Boys, The",The One,28,
32455,"Backstreet Boys, The",The One,29,
32456,"Backstreet Boys, The",The One,30,
32457,"Backstreet Boys, The",The One,31,
32458,"Backstreet Boys, The",The One,32,
32459,"Backstreet Boys, The",The One,33,
32460,"Backstreet Boys, The",The One,34,
